chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,position
0.0,0.0,223175,0,0,0,0,0,3,0.0,0.0,0,Matthew,0.0,487,False,Thigh injury - Unknown return date,2020-09-11T17:30:09.532421Z,50,223175.jpg,0.0,Longstaff,0.0,False,,i,Newcastle,4,0,10,10,349,349,0.0,0.0,Matty Longstaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,382,140,381,140,367,128,386,141,,,,,,,Midfielder
,,81441,0,0,0,0,0,1,2.2,1.7,0,Mark,0.0,488,False,,,45,81441.jpg,0.0,Gillespie,0.1,False,,a,Newcastle,4,0,83,83,147,147,0.0,0.0,Gillespie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,223,34,215,23,173,23,229,34,,,,,,,Goalkeeper
,,114243,0,0,0,0,0,3,1.9,1.4,0,Jacob,0.0,497,False,,,50,114243.jpg,0.0,Murphy,0.0,False,,a,Newcastle,4,0,55,55,145,145,0.0,0.0,Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,345,120,344,120,323,102,350,122,,,,,,,Midfielder
,,75115,0,0,0,0,0,4,2.6,2.1,8,Callum,8.0,506,False,,,65,75115.jpg,8.0,Wilson,10.8,False,,a,Newcastle,4,8,73914,73914,10949,10949,1.2,1.2,Wilson,84,1,0,1,0,0,0,0,0,0,0,2,32,32.0,23.3,50.0,10.5,20,5,17,1,8,4,7,3,,,,,,,Forward
,,90105,0,0,0,0,0,3,2.6,2.1,0,Ryan,0.0,507,False,,,60,90105.jpg,0.0,Fraser,1.1,False,,a,Newcastle,4,0,1272,1272,4192,4192,0.0,0.0,Fraser,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,468,181,468,182,463,178,470,182,,,,,,,Midfielder
,,194799,0,0,0,0,0,2,2.1,1.6,7,Jamal,7.0,513,False,,,45,194799.jpg,7.0,Lewis,2.0,False,,a,Newcastle,4,7,24021,24021,3017,3017,1.6,1.6,Lewis,90,0,0,1,0,0,0,0,0,0,0,1,31,19.4,39.8,0.0,5.9,50,24,8,2,223,105,33,7,,,,,,,Defender
,,18867,0,0,0,0,0,4,2.3,1.8,0,Billy,0.0,343,False,,,60,18867.jpg,0.0,Sharp,0.3,False,,a,Sheffield Utd,49,0,570,570,691,691,0.0,0.0,Sharp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,451,41,452,42,445,42,453,42,,,,,3.0,,Forward
,,27436,0,0,0,0,0,4,2.0,1.5,0,David,0.0,344,False,,,55,27436.jpg,0.0,McGoldrick,1.1,False,,a,Sheffield Utd,49,0,1465,1465,2351,2351,0.0,0.0,McGoldrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,394,31,395,34,380,34,398,34,,,,,2.0,,Forward
,,40386,0,0,0,0,0,2,2.6,2.1,0,Chris,0.0,345,False,,,50,40386.jpg,0.0,Basham,2.3,False,,a,Sheffield Utd,49,0,1163,1163,2657,2657,0.0,0.0,Basham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,305,133,301,133,273,125,311,133,,,,,,,Defender
,,47247,0,0,0,0,0,3,2.6,2.1,0,John,0.0,346,False,,,60,47247.jpg,0.0,Fleck,0.6,False,,a,Sheffield Utd,49,0,547,547,955,955,0.0,0.0,Fleck,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,458,175,459,176,452,171,460,176,2.0,,2.0,,,,Midfielder
,,63426,0,0,0,0,0,2,3.0,2.5,0,Enda,0.0,347,False,,,55,63426.jpg,0.0,Stevens,5.7,False,,a,Sheffield Utd,49,0,1625,1625,5790,5790,0.0,0.0,Stevens,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,408,174,410,174,396,171,412,174,,,,,,,Defender
,,74854,0,0,0,0,0,1,2.2,1.7,0,Simon,0.0,348,False,,,45,74854.jpg,0.0,Moore,0.3,False,,a,Sheffield Utd,49,0,197,197,277,277,0.0,0.0,Moore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,219,33,211,22,168,22,225,33,,,,,,,Goalkeeper
,,79934,0,0,0,0,0,3,1.9,1.4,0,Oliver,0.0,349,False,,,50,79934.jpg,0.0,Norwood,0.6,False,,a,Sheffield Utd,49,0,423,423,961,961,0.0,0.0,Norwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,325,115,322,115,298,97,330,117,1.0,,1.0,,1.0,,Midfielder
,,82143,0,0,0,0,0,1,2.2,1.7,0,Wes,0.0,350,False,,,45,82143.jpg,0.0,Foderingham,0.2,False,,a,Sheffield Utd,49,0,111,111,182,182,0.0,0.0,Foderingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,224,35,216,24,174,24,230,35,,,,,,,Goalkeeper
,,82691,0,0,0,0,0,2,3.0,2.5,0,George,0.0,351,False,,,55,82691.jpg,0.0,Baldock,5.1,False,,a,Sheffield Utd,49,0,1878,1878,5230,5230,0.0,0.0,Baldock,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,412,177,414,177,401,174,416,177,,,,,,,Defender
,,83427,0,0,0,0,0,2,2.1,1.6,0,Jack,0.0,352,False,,,45,83427.jpg,0.0,Robinson,0.2,False,,a,Sheffield Utd,49,0,187,187,254,254,0.0,0.0,Jack Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,225,89,217,89,176,74,231,89,,,,,,,Defender
,,108416,0,0,0,0,0,2,2.6,2.1,0,John,0.0,353,False,,,50,108416.jpg,0.0,Egan,16.8,False,,a,Sheffield Utd,49,0,7782,7782,17745,17745,0.0,0.0,Egan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,339,148,337,148,316,144,344,148,,,,,,,Defender
,,146610,0,0,0,0,0,2,2.6,2.1,0,Jack,0.0,354,False,,,50,146610.jpg,0.0,O'Connell,0.8,False,,a,Sheffield Utd,49,0,266,266,768,768,0.0,0.0,O'Connell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,351,154,350,154,331,151,356,154,,,,,,,Defender
,,153723,0,0,0,0,0,3,2.3,1.8,0,John,0.0,355,False,,,55,153723.jpg,0.0,Lundstram,12.9,False,,a,Sheffield Utd,49,0,3738,3738,14483,14483,0.0,0.0,Lundstram,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,430,161,431,161,420,153,433,162,5.0,,,,,,Midfielder
,,167878,0,0,0,0,0,3,1.9,1.4,0,Ben,0.0,356,False,,,50,167878.jpg,0.0,Osborn,0.0,False,,a,Sheffield Utd,49,0,37,37,81,81,0.0,0.0,Osborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,357,127,356,127,338,111,362,129,4.0,,,,,,Midfielder
,,169432,0,0,0,0,0,4,2.3,1.8,0,Oliver,0.0,357,False,,,60,169432.jpg,0.0,McBurnie,0.8,False,,a,Sheffield Utd,49,0,973,973,1369,1369,0.0,0.0,McBurnie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,480,48,481,48,477,49,482,49,,,,,,,Forward
,,178304,0,0,0,0,0,4,2.3,1.8,0,Lys,0.0,359,False,,,60,178304.jpg,0.0,Mousset,0.5,False,,a,Sheffield Utd,49,0,748,748,1019,1019,0.0,0.0,Mousset,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,483,51,484,51,480,52,485,52,,,,,,,Forward
75.0,75.0,207189,0,0,0,0,0,3,1.4,1.0,0,Sander,0.0,360,False,Knee injury - 75% chance of playing,2020-09-08T09:30:15.344354Z,50,207189.jpg,0.0,Berge,0.2,False,,d,Sheffield Utd,49,0,130,130,511,511,0.0,0.0,Berge,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,376,138,375,138,360,125,380,139,,,,,,,Midfielder
,,197937,0,0,0,0,0,3,1.5,1.0,0,Oliver,0.0,424,False,,,45,197937.jpg,0.0,Burke,1.1,False,,a,Sheffield Utd,49,0,1352,1352,1522,1522,0.0,0.0,Burke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,265,88,259,89,225,64,271,91,,,,,,,Midfielder
0.0,0.0,49083,0,0,0,0,0,3,0.0,0.0,0,Luke,0.0,477,False,Joined Nottingham Forest on loan until the end of the season on 28/8. - Expected back 01 Jul,2020-08-29T10:00:06.979778Z,50,49083.jpg,0.0,Freeman,0.0,False,,n,Sheffield Utd,49,0,4,4,29,29,0.0,0.0,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,308,106,305,107,278,87,314,109,3.0,,,,,,Midfielder
,,225321,0,0,0,0,0,1,3.0,2.5,0,Aaron,0.0,483,False,,,50,225321.jpg,0.0,Ramsdale,7.8,False,,a,Sheffield Utd,49,0,5348,5348,6248,6248,0.0,0.0,Ramsdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,383,49,382,46,368,46,387,49,,,,,,,Goalkeeper
,,199598,0,0,0,0,0,2,2.1,1.6,0,Ethan,0.0,509,False,,,45,199598.jpg,0.0,Ampadu,1.0,False,,a,Sheffield Utd,49,0,1715,1715,975,975,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,267,117,261,117,227,107,273,117,,,,,,,Defender
,,226182,0,0,0,0,0,2,2.1,1.6,0,Jayden,0.0,510,False,,,45,226182.jpg,0.0,Bogle,0.1,False,,a,Sheffield Utd,49,0,183,183,142,142,0.0,0.0,Bogle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,284,124,278,124,248,116,290,124,,,,,,,Defender
,,155197,0,0,0,0,0,2,2.1,1.6,0,Max,0.0,511,False,,,45,155197.jpg,0.0,Lowe,0.1,False,,a,Sheffield Utd,49,0,80,80,83,83,0.0,0.0,Lowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,252,107,245,107,208,94,258,107,,,,,,,Defender
,,20452,0,0,0,0,0,4,1.0,1.5,1,Shane,1.0,361,False,,,55,20452.jpg,1.0,Long,1.5,False,,a,Southampton,20,1,1899,1899,4846,4846,0.2,0.2,Long,5,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.0,2.0,0.4,145,17,394,33,87,18,147,17,,,,,,,Forward
,,40146,0,0,0,0,0,2,1.6,2.1,2,Ryan,2.0,362,False,,,50,40146.jpg,2.0,Bertrand,1.5,False,,a,Southampton,20,2,920,920,2313,2313,0.4,0.4,Bertrand,90,0,0,0,1,0,0,0,0,0,0,0,15,16.8,18.5,2.0,3.7,63,31,25,10,85,23,58,18,2.0,,2.0,,,,Defender
,,58376,0,0,0,0,0,1,1.2,1.7,2,Alex,2.0,363,False,,,45,58376.jpg,2.0,McCarthy,23.6,False,,a,Southampton,20,2,16693,16693,19644,19644,0.4,0.4,McCarthy,90,0,0,0,1,0,0,0,0,0,2,0,17,22.6,0.0,0.0,2.3,38,5,202,20,157,20,90,4,,,,,,,Goalkeeper
,,78056,0,0,0,0,0,3,0.5,1.0,2,Oriol,2.0,364,False,,,45,78056.jpg,2.0,Romeu Vidal,4.6,False,,a,Southampton,20,2,5675,5675,6491,6491,0.4,0.4,Oriol Romeu,90,0,0,0,1,0,0,0,0,0,0,0,13,18.6,4.2,0.0,2.3,52,15,76,45,171,56,91,43,,,,,,,Midfielder
,,83283,0,0,0,0,0,3,1.7,2.2,2,Nathan,2.0,365,False,,,65,83283.jpg,2.0,Redmond,0.9,False,,a,Southampton,20,2,539,539,2725,2725,0.3,0.3,Redmond,90,0,0,0,1,0,0,0,0,0,0,0,5,7.2,7.2,23.0,3.7,108,42,64,36,33,17,61,26,,,3.0,,,,Midfielder
,,84939,0,0,0,0,0,4,2.5,3.0,2,Danny,2.0,366,False,,,85,84939.jpg,2.0,Ings,24.0,False,,a,Southampton,20,2,6953,6953,71493,71493,0.2,0.2,Ings,90,0,0,0,1,0,0,0,0,0,0,0,1,8.6,11.2,60.0,8.0,99,8,56,10,6,3,22,7,,,,,2.0,,Forward
,,88900,0,0,0,0,0,2,1.6,2.1,2,Jack,2.0,367,False,,,50,88900.jpg,2.0,Stephens,0.5,False,,a,Southampton,20,2,179,179,1001,1001,0.4,0.4,Stephens,90,0,0,0,1,0,0,0,0,0,0,0,12,18.4,1.1,17.0,3.7,53,26,113,30,51,7,60,20,,,,,,,Defender
0.0,0.0,91047,0,0,0,0,0,3,0.0,0.0,0,Stuart,0.0,368,False,Thigh injury - Unknown return date,2020-09-10T16:30:21.694774Z,55,91047.jpg,0.0,Armstrong,0.3,False,,i,Southampton,20,0,58,58,2682,2682,0.0,0.0,Armstrong,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415,153,417,153,405,144,419,154,,,,,,,Midfielder
,,93100,0,0,0,0,0,2,1.1,1.6,1,Jannik,1.0,369,False,,,45,93100.jpg,1.0,Vestergaard,0.6,False,,a,Southampton,20,1,540,540,1183,1183,0.2,0.2,Vestergaard,45,0,0,0,0,0,0,0,0,0,0,0,19,17.6,10.4,4.0,3.2,59,28,58,16,70,14,66,22,,,,,,,Defender
,,101178,0,0,0,0,0,3,1.6,2.1,2,James,2.0,370,False,,,60,101178.jpg,2.0,Ward-Prowse,4.6,False,,a,Southampton,20,2,2184,2184,10657,10657,0.3,0.3,Ward-Prowse,90,0,0,0,1,0,0,0,0,0,0,0,15,6.6,17.4,4.0,2.8,113,46,27,15,76,43,77,36,1.0,,1.0,,1.0,,Midfielder
,,107265,0,0,0,0,0,1,1.2,1.7,0,Angus,0.0,371,False,,,45,107265.jpg,0.0,Gunn,0.3,False,,a,Southampton,20,0,202,202,675,675,0.0,0.0,Gunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,238,40,231,30,193,30,244,40,,,,,,,Goalkeeper
,,128198,0,0,0,0,0,3,1.3,1.8,0,Sofiane,0.0,372,False,,,55,128198.jpg,0.0,Boufal,0.1,False,,a,Southampton,20,0,79,79,343,343,0.0,0.0,Boufal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,158,427,158,416,150,429,159,,,,,,,Midfielder
,,153379,0,0,0,0,0,3,0.5,1.0,0,Josh,0.0,374,False,,,45,153379.jpg,0.0,Sims,0.2,False,,a,Southampton,20,0,232,232,482,482,0.0,0.0,Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,250,84,243,85,206,60,256,87,,,,,,,Midfielder
,,158534,0,0,0,0,0,2,1.1,1.6,1,Kyle,1.0,375,False,,,45,158534.jpg,1.0,Walker-Peters,12.4,False,,a,Southampton,20,1,7352,7352,18440,18440,0.2,0.2,Walker-Peters,90,0,0,0,1,0,0,0,1,0,0,0,12,24.0,18.6,4.0,4.7,33,12,24,9,71,15,40,9,,,,,,,Defender
,,171771,0,0,0,0,0,2,1.1,1.6,1,Jan,1.0,376,False,,,45,171771.jpg,1.0,Bednarek,3.2,False,,a,Southampton,20,1,802,802,5960,5960,0.2,0.2,Bednarek,45,0,0,0,1,0,0,0,0,0,0,0,11,8.8,1.3,0.0,1.0,96,45,106,27,215,100,133,46,,,,,,,Defender
,,200439,0,0,0,0,0,4,1.3,1.8,2,Che,2.0,377,False,,,60,200439.jpg,2.0,Adams,4.6,False,,a,Southampton,20,2,4542,4542,10793,10793,0.3,0.3,Adams,84,0,0,0,1,0,0,0,0,0,0,0,3,4.4,13.1,21.0,3.9,125,14,40,6,37,12,55,13,,,,,,,Forward
,,213482,0,0,0,0,0,2,1.6,2.1,0,Yan,0.0,378,False,,,50,213482.jpg,0.0,Valery,0.1,False,,a,Southampton,20,0,30,30,316,316,0.0,0.0,Valery,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,377,163,376,163,361,160,381,163,,,,,,,Defender
,,214466,0,0,0,0,0,3,0.5,1.0,2,William,2.0,379,False,,,45,214466.jpg,2.0,Smallbone,0.5,False,,a,Southampton,20,2,2349,2349,1142,1142,0.4,0.4,Smallbone,76,0,0,0,1,0,0,0,0,0,0,0,4,2.2,3.2,0.0,0.5,142,66,82,50,237,69,142,68,,,,,,,Midfielder
,,214470,0,0,0,0,0,2,0.5,1.0,0,Jake,0.0,380,False,,,40,214470.jpg,0.0,Vokins,1.5,False,,a,Southampton,20,0,1553,1553,2177,2177,0.0,0.0,Vokins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,172,57,164,57,114,35,179,57,,,,,,,Defender
,,220598,0,0,0,0,0,4,0.8,1.3,0,Michael,0.0,381,False,,,50,220598.jpg,0.0,Obafemi,2.7,False,,a,Southampton,20,0,4694,4694,7648,7648,0.0,0.0,Obafemi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,380,29,379,31,364,32,384,32,,,,,,,Forward
,,431131,0,0,0,0,0,3,1.3,1.8,1,Moussa,1.0,382,False,,,55,431131.jpg,1.0,Djenepo,0.1,False,,a,Southampton,20,1,42,42,309,309,0.2,0.2,Djenepo,13,0,0,0,0,0,0,0,0,0,0,0,4,3.4,0.3,0.0,0.4,132,58,138,76,443,167,148,72,,,,,,,Midfielder
,,450527,0,0,0,0,0,2,1.1,1.6,0,Mohammed,0.0,479,False,,,45,450527.jpg,0.0,Salisu,0.4,False,,a,Southampton,20,0,105,105,1233,1233,0.0,0.0,Salisu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,297,129,292,129,263,121,303,129,,,,,,,Defender
,,40383,0,0,0,0,0,1,0.5,1.0,0,Fraser,0.0,523,False,,,40,40383.jpg,0.0,Forster,0.3,False,,a,Southampton,20,0,4282,4282,326,326,0.0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,158,14,150,2,100,2,165,14,,,,,,,Goalkeeper
,,203389,0,0,0,0,0,3,0.5,1.0,0,Nathan,0.0,524,False,,,45,203389.jpg,0.0,Tella,0.1,False,,a,Southampton,20,0,1397,1397,328,328,0.0,0.0,Tella,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,271,89,265,90,232,66,277,92,,,,,,,Midfielder
,,37915,0,0,0,0,0,1,3.7,3.7,3,Hugo,3.0,383,False,,,55,37915.jpg,3.0,Lloris,5.3,False,,a,Spurs,6,3,4732,4732,6135,6135,0.5,0.5,Lloris,90,0,0,0,1,0,0,0,0,0,3,0,15,20.0,0.0,0.0,2.0,48,6,398,48,383,48,104,6,,,,,,,Goalkeeper
,,38290,0,0,0,0,0,2,2.6,2.6,0,Danny,0.0,384,False,,,50,38290.jpg,0.0,Rose,0.5,False,,a,Spurs,6,0,487,487,1349,1349,0.0,0.0,Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,302,131,298,131,270,123,308,131,,,,,,,Defender
,,45268,0,0,0,0,0,3,1.9,1.9,1,Moussa,1.0,385,False,,,50,45268.jpg,1.0,Sissoko,0.6,False,,a,Spurs,6,1,966,966,1603,1603,0.2,0.2,Sissoko,45,0,0,0,1,0,0,0,0,0,0,0,4,2.2,4.3,0.0,0.7,143,67,74,44,277,86,138,64,,,,,,,Midfielder
,,55605,0,0,0,0,0,2,3.0,3.0,2,Toby,2.0,386,False,,,55,55605.jpg,2.0,Alderweireld,3.0,False,,a,Spurs,6,2,3255,3255,3871,3871,0.4,0.4,Alderweireld,90,0,0,0,1,0,0,0,0,0,0,0,12,16.4,11.2,2.0,3.0,65,33,54,15,88,25,70,24,,,,,,,Defender
,,62974,0,0,0,0,0,3,2.6,2.6,0,Erik,0.0,387,False,,,60,62974.jpg,0.0,Lamela,0.2,False,,a,Spurs,6,0,296,296,647,647,0.0,0.0,Lamela,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,177,462,178,455,173,463,178,3.0,,2.0,,,,Midfielder
,,78830,0,0,0,0,0,4,4.5,4.5,2,Harry,2.0,388,False,,,105,78830.jpg,2.0,Kane,15.1,False,,a,Spurs,6,2,9090,9090,31346,31346,0.2,0.2,Kane,90,0,0,0,1,0,0,0,0,0,0,0,7,8.0,22.5,21.0,5.2,102,9,19,2,40,13,36,10,,,1.0,,1.0,,Forward
,,80226,0,0,0,0,0,2,3.0,3.0,0,Serge,0.0,389,False,,,55,80226.jpg,0.0,Aurier,3.8,False,,a,Spurs,6,0,1819,1819,13483,13483,0.0,0.0,Aurier,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,411,176,413,176,400,173,415,176,,,,,,,Defender
,,85971,0,0,0,0,0,3,3.5,3.5,2,Heung-Min,2.0,390,False,,,90,85971.jpg,2.0,Son,28.0,False,,a,Spurs,6,2,14542,14542,92630,92630,0.2,0.2,Son,90,0,0,0,1,0,0,0,0,0,0,0,10,14.0,46.8,35.0,9.6,75,25,4,3,21,9,12,8,1.0,,4.0,,2.0,,Midfielder
,,93264,0,0,0,0,0,2,2.6,2.6,2,Eric,2.0,391,False,,,50,93264.jpg,2.0,Dier,1.7,False,,a,Spurs,6,2,1987,1987,2202,2202,0.4,0.4,Dier,90,0,0,0,1,0,0,0,0,0,0,0,13,17.0,0.7,0.0,1.8,61,29,123,37,306,135,111,38,,,3.0,,,,Defender
,,95715,0,0,0,0,0,3,2.9,2.9,2,Lucas,2.0,392,False,,,70,95715.jpg,2.0,Rodrigues Moura da Silva,2.6,False,,a,Spurs,6,2,2916,2916,5231,5231,0.3,0.3,Lucas Moura,90,0,0,0,1,0,0,0,0,0,0,0,-1,3.0,5.8,35.0,4.4,135,60,68,39,20,8,47,24,5.0,,,,,,Midfielder
,,102884,0,0,0,0,0,1,2.2,2.2,0,Paulo,0.0,393,False,,,45,102884.jpg,0.0,Gazzaniga,0.4,False,,a,Spurs,6,0,276,276,650,650,0.0,0.0,Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,233,39,226,29,188,29,239,39,,,,,,,Goalkeeper
,,108823,0,0,0,0,0,3,3.2,3.2,1,Bamidele,1.0,394,False,,,80,108823.jpg,1.0,Alli,3.9,False,,a,Spurs,6,1,3109,3109,17141,17141,0.1,0.1,Alli,45,0,0,0,0,0,0,0,0,0,0,0,3,8.4,11.8,21.0,4.1,100,37,49,29,39,22,52,25,,,,,3.0,,Midfielder
,,115556,0,0,0,0,0,2,2.6,2.6,2,Ben,2.0,395,False,,,50,115556.jpg,2.0,Davies,2.7,False,,a,Spurs,6,2,3301,3301,3710,3710,0.4,0.4,Davies,90,0,0,0,1,0,0,0,0,0,0,0,15,20.4,35.4,36.0,9.2,45,21,10,3,15,2,13,1,,,,,,,Defender
,,132015,0,0,0,0,0,3,1.9,1.9,1,Pierre-Emile,1.0,396,False,,,50,132015.jpg,1.0,Højbjerg,1.1,False,,a,Spurs,6,1,1663,1663,2616,2616,0.2,0.2,Højbjerg,90,0,0,0,1,0,0,0,1,0,0,0,8,14.6,4.9,0.0,2.0,70,21,69,40,326,104,103,48,,,,,,,Midfielder
,,157668,0,0,0,0,0,3,2.3,2.3,1,Harry,1.0,397,False,,,55,157668.jpg,1.0,Winks,0.2,False,,a,Spurs,6,1,353,353,394,394,0.2,0.2,Winks,59,0,0,0,1,0,0,0,0,0,0,0,8,2.2,2.3,0.0,0.5,144,68,94,58,421,154,144,69,4.0,,,,,,Midfielder
,,173904,0,0,0,0,0,2,3.0,3.0,0,Davinson,0.0,398,False,,,55,173904.jpg,0.0,Sánchez,1.1,False,,a,Spurs,6,0,920,920,2742,2742,0.0,0.0,Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,439,184,440,184,432,182,441,184,,,,,,,Defender
,,184349,0,0,0,0,0,2,2.6,2.6,0,Ryan,0.0,399,False,,,50,184349.jpg,0.0,Sessegnon,0.3,False,,a,Spurs,6,0,146,146,873,873,0.0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,360,156,360,156,344,153,365,156,,,,,,,Defender
,,194252,0,0,0,0,0,3,3.1,3.1,1,Steven,1.0,400,False,,,75,194252.jpg,1.0,Bergwijn,1.4,False,,a,Spurs,6,1,1709,1709,6356,6356,0.1,0.1,Bergwijn,30,0,0,0,0,0,0,0,0,0,0,0,2,0.4,3.3,2.0,0.6,155,77,81,49,95,49,141,67,,,,,,,Midfielder
,,195774,0,0,0,0,0,3,1.9,1.9,0,Gedson,0.0,401,False,,,50,195774.jpg,0.0,Carvalho Fernandes,0.1,False,,a,Spurs,6,0,225,225,355,355,0.0,0.0,Fernandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,364,130,364,131,348,117,369,132,,,,,,,Midfielder
0.0,0.0,199584,0,0,0,0,0,2,0.0,0.0,0,Japhet,0.0,402,False,Thigh injury - Unknown return date,2020-09-11T16:00:18.143549Z,50,199584.jpg,0.0,Tanganga,0.1,False,,i,Spurs,6,0,28,28,1052,1052,0.0,0.0,Tanganga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,372,161,371,161,355,158,376,161,,,,,,,Defender
75.0,75.0,200826,0,0,0,0,0,3,2.2,2.2,0,Giovani,0.0,403,False,Hamstring injury - 75% chance of playing,2020-09-11T16:00:18.162710Z,70,200826.jpg,0.0,Lo Celso,0.9,False,,d,Spurs,6,0,72,72,3510,3510,0.0,0.0,Lo Celso,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,509,204,509,204,508,204,509,204,2.0,,5.0,,,,Midfielder
0.0,0.0,209042,0,0,0,0,0,3,0.0,0.0,0,Oliver,0.0,404,False,Joined Norwich City on loan until the end of the season on 17/8. - Expected back 01 Jul,2020-08-18T09:30:16.995257Z,45,209042.jpg,0.0,Skipp,0.0,False,,n,Spurs,6,0,101,101,208,208,0.0,0.0,Skipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,273,90,267,91,234,67,279,93,,,,,,,Midfielder
,,231372,0,0,0,0,0,3,2.6,2.6,1,Tanguy,1.0,405,False,,,60,231372.jpg,1.0,Ndombele,0.2,False,,a,Spurs,6,1,381,381,791,791,0.2,0.2,Ndombele,14,0,0,0,0,0,0,0,0,0,0,0,3,3.8,1.3,0.0,0.5,131,57,109,68,486,186,145,70,6.0,,,,,,Midfielder
